date,Export amount,Export growth rate,Import amount,Import growth rate
2017-08-12,"47,105,569",17.4,"40,549,772",15.5
2017-08-13,"47,105,569",17.4,"40,549,772",15.5
2017-08-14,"47,105,569",17.4,"40,549,772",15.5
2017-08-15,"47,105,569",17.4,"40,549,772",15.5
2017-08-16,"47,105,569",17.4,"40,549,772",15.5
2017-08-17,"47,105,569",17.4,"40,549,772",15.5
2017-08-18,"47,105,569",17.4,"40,549,772",15.5
2017-08-19,"47,105,569",17.4,"40,549,772",15.5
2017-08-20,"47,105,569",17.4,"40,549,772",15.5
2017-08-21,"47,105,569",17.4,"40,549,772",15.5
2017-08-22,"47,105,569",17.4,"40,549,772",15.5
2017-08-23,"47,105,569",17.4,"40,549,772",15.5
2017-08-24,"47,105,569",17.4,"40,549,772",15.5
2017-08-25,"47,105,569",17.4,"40,549,772",15.5
2017-08-26,"47,105,569",17.4,"40,549,772",15.5
2017-08-27,"47,105,569",17.4,"40,549,772",15.5
2017-08-28,"47,105,569",17.4,"40,549,772",15.5
2017-08-29,"47,105,569",17.4,"40,549,772",15.5
2017-08-30,"47,105,569",17.4,"40,549,772",15.5
2017-08-31,"47,105,569",17.4,"40,549,772",15.5
2017-09-01,"55,115,240",34.9,"41,695,884",22.7
2017-09-02,"55,115,240",34.9,"41,695,884",22.7
2017-09-03,"55,115,240",34.9,"41,695,884",22.7
2017-09-04,"55,115,240",34.9,"41,695,884",22.7
2017-09-05,"55,115,240",34.9,"41,695,884",22.7
2017-09-06,"55,115,240",34.9,"41,695,884",22.7
2017-09-07,"55,115,240",34.9,"41,695,884",22.7
2017-09-08,"55,115,240",34.9,"41,695,884",22.7
2017-09-09,"55,115,240",34.9,"41,695,884",22.7
2017-09-10,"55,115,240",34.9,"41,695,884",22.7
2017-09-11,"55,115,240",34.9,"41,695,884",22.7
2017-09-12,"55,115,240",34.9,"41,695,884",22.7
2017-09-13,"55,115,240",34.9,"41,695,884",22.7
2017-09-14,"55,115,240",34.9,"41,695,884",22.7
2017-09-15,"55,115,240",34.9,"41,695,884",22.7
2017-09-16,"55,115,240",34.9,"41,695,884",22.7
2017-09-17,"55,115,240",34.9,"41,695,884",22.7
2017-09-18,"55,115,240",34.9,"41,695,884",22.7
2017-09-19,"55,115,240",34.9,"41,695,884",22.7
2017-09-20,"55,115,240",34.9,"41,695,884",22.7
2017-09-21,"55,115,240",34.9,"41,695,884",22.7
2017-09-22,"55,115,240",34.9,"41,695,884",22.7
2017-09-23,"55,115,240",34.9,"41,695,884",22.7
2017-09-24,"55,115,240",34.9,"41,695,884",22.7
2017-09-25,"55,115,240",34.9,"41,695,884",22.7
2017-09-26,"55,115,240",34.9,"41,695,884",22.7
2017-09-27,"55,115,240",34.9,"41,695,884",22.7
2017-09-28,"55,115,240",34.9,"41,695,884",22.7
2017-09-29,"55,115,240",34.9,"41,695,884",22.7
2017-09-30,"55,115,240",34.9,"41,695,884",22.7
2017-10-01,"44,791,239",6.7,"37,856,562",8.0
2017-10-02,"44,791,239",6.7,"37,856,562",8.0
2017-10-03,"44,791,239",6.7,"37,856,562",8.0
2017-10-04,"44,791,239",6.7,"37,856,562",8.0
2017-10-05,"44,791,239",6.7,"37,856,562",8.0
2017-10-06,"44,791,239",6.7,"37,856,562",8.0
2017-10-07,"44,791,239",6.7,"37,856,562",8.0
2017-10-08,"44,791,239",6.7,"37,856,562",8.0
2017-10-09,"44,791,239",6.7,"37,856,562",8.0
2017-10-10,"44,791,239",6.7,"37,856,562",8.0
2017-10-11,"44,791,239",6.7,"37,856,562",8.0
2017-10-12,"44,791,239",6.7,"37,856,562",8.0
2017-10-13,"44,791,239",6.7,"37,856,562",8.0
2017-10-14,"44,791,239",6.7,"37,856,562",8.0
2017-10-15,"44,791,239",6.7,"37,856,562",8.0
2017-10-16,"44,791,239",6.7,"37,856,562",8.0
2017-10-17,"44,791,239",6.7,"37,856,562",8.0
2017-10-18,"44,791,239",6.7,"37,856,562",8.0
2017-10-19,"44,791,239",6.7,"37,856,562",8.0
2017-10-20,"44,791,239",6.7,"37,856,562",8.0
2017-10-21,"44,791,239",6.7,"37,856,562",8.0
2017-10-22,"44,791,239",6.7,"37,856,562",8.0
2017-10-23,"44,791,239",6.7,"37,856,562",8.0
2017-10-24,"44,791,239",6.7,"37,856,562",8.0
2017-10-25,"44,791,239",6.7,"37,856,562",8.0
2017-10-26,"44,791,239",6.7,"37,856,562",8.0
2017-10-27,"44,791,239",6.7,"37,856,562",8.0
2017-10-28,"44,791,239",6.7,"37,856,562",8.0
2017-10-29,"44,791,239",6.7,"37,856,562",8.0
2017-10-30,"44,791,239",6.7,"37,856,562",8.0
2017-10-31,"44,791,239",6.7,"37,856,562",8.0
2017-11-01,"49,707,197",9.7,"42,013,512",12.8
2017-11-02,"49,707,197",9.7,"42,013,512",12.8
2017-11-03,"49,707,197",9.7,"42,013,512",12.8
2017-11-04,"49,707,197",9.7,"42,013,512",12.8
2017-11-05,"49,707,197",9.7,"42,013,512",12.8
2017-11-06,"49,707,197",9.7,"42,013,512",12.8
2017-11-07,"49,707,197",9.7,"42,013,512",12.8
2017-11-08,"49,707,197",9.7,"42,013,512",12.8
2017-11-09,"49,707,197",9.7,"42,013,512",12.8
2017-11-10,"49,707,197",9.7,"42,013,512",12.8
2017-11-11,"49,707,197",9.7,"42,013,512",12.8
2017-11-12,"49,707,197",9.7,"42,013,512",12.8
2017-11-13,"49,707,197",9.7,"42,013,512",12.8
2017-11-14,"49,707,197",9.7,"42,013,512",12.8
2017-11-15,"49,707,197",9.7,"42,013,512",12.8
2017-11-16,"49,707,197",9.7,"42,013,512",12.8
2017-11-17,"49,707,197",9.7,"42,013,512",12.8
2017-11-18,"49,707,197",9.7,"42,013,512",12.8
2017-11-19,"49,707,197",9.7,"42,013,512",12.8
2017-11-20,"49,707,197",9.7,"42,013,512",12.8
2017-11-21,"49,707,197",9.7,"42,013,512",12.8
2017-11-22,"49,707,197",9.7,"42,013,512",12.8
2017-11-23,"49,707,197",9.7,"42,013,512",12.8
2017-11-24,"49,707,197",9.7,"42,013,512",12.8
2017-11-25,"49,707,197",9.7,"42,013,512",12.8
2017-11-26,"49,707,197",9.7,"42,013,512",12.8
2017-11-27,"49,707,197",9.7,"42,013,512",12.8
2017-11-28,"49,707,197",9.7,"42,013,512",12.8
2017-11-29,"49,707,197",9.7,"42,013,512",12.8
2017-11-30,"49,707,197",9.7,"42,013,512",12.8
2017-12-01,"49,040,139",8.8,"43,529,066",13.6
2017-12-02,"49,040,139",8.8,"43,529,066",13.6
2017-12-03,"49,040,139",8.8,"43,529,066",13.6
2017-12-04,"49,040,139",8.8,"43,529,066",13.6
2017-12-05,"49,040,139",8.8,"43,529,066",13.6
2017-12-06,"49,040,139",8.8,"43,529,066",13.6
2017-12-07,"49,040,139",8.8,"43,529,066",13.6
2017-12-08,"49,040,139",8.8,"43,529,066",13.6
2017-12-09,"49,040,139",8.8,"43,529,066",13.6
2017-12-10,"49,040,139",8.8,"43,529,066",13.6
2017-12-11,"49,040,139",8.8,"43,529,066",13.6
2017-12-12,"49,040,139",8.8,"43,529,066",13.6
2017-12-13,"49,040,139",8.8,"43,529,066",13.6
2017-12-14,"49,040,139",8.8,"43,529,066",13.6
2017-12-15,"49,040,139",8.8,"43,529,066",13.6
2017-12-16,"49,040,139",8.8,"43,529,066",13.6
2017-12-17,"49,040,139",8.8,"43,529,066",13.6
2017-12-18,"49,040,139",8.8,"43,529,066",13.6
2017-12-19,"49,040,139",8.8,"43,529,066",13.6
2017-12-20,"49,040,139",8.8,"43,529,066",13.6
2017-12-21,"49,040,139",8.8,"43,529,066",13.6
2017-12-22,"49,040,139",8.8,"43,529,066",13.6
2017-12-23,"49,040,139",8.8,"43,529,066",13.6
2017-12-24,"49,040,139",8.8,"43,529,066",13.6
2017-12-25,"49,040,139",8.8,"43,529,066",13.6
2017-12-26,"49,040,139",8.8,"43,529,066",13.6
2017-12-27,"49,040,139",8.8,"43,529,066",13.6
2017-12-28,"49,040,139",8.8,"43,529,066",13.6
2017-12-29,"49,040,139",8.8,"43,529,066",13.6
2017-12-30,"49,040,139",8.8,"43,529,066",13.6
2017-12-31,"49,040,139",8.8,"43,529,066",13.6
2018-01-01,"49,221,291",22.3,"45,805,322",21.7
2018-01-02,"49,221,291",22.3,"45,805,322",21.7
2018-01-03,"49,221,291",22.3,"45,805,322",21.7
2018-01-04,"49,221,291",22.3,"45,805,322",21.7
2018-01-05,"49,221,291",22.3,"45,805,322",21.7
2018-01-06,"49,221,291",22.3,"45,805,322",21.7
2018-01-07,"49,221,291",22.3,"45,805,322",21.7
2018-01-08,"49,221,291",22.3,"45,805,322",21.7
2018-01-09,"49,221,291",22.3,"45,805,322",21.7
2018-01-10,"49,221,291",22.3,"45,805,322",21.7
2018-01-11,"49,221,291",22.3,"45,805,322",21.7
2018-01-12,"49,221,291",22.3,"45,805,322",21.7
2018-01-13,"49,221,291",22.3,"45,805,322",21.7
2018-01-14,"49,221,291",22.3,"45,805,322",21.7
2018-01-15,"49,221,291",22.3,"45,805,322",21.7
2018-01-16,"49,221,291",22.3,"45,805,322",21.7
2018-01-17,"49,221,291",22.3,"45,805,322",21.7
2018-01-18,"49,221,291",22.3,"45,805,322",21.7
2018-01-19,"49,221,291",22.3,"45,805,322",21.7
2018-01-20,"49,221,291",22.3,"45,805,322",21.7
2018-01-21,"49,221,291",22.3,"45,805,322",21.7
2018-01-22,"49,221,291",22.3,"45,805,322",21.7
2018-01-23,"49,221,291",22.3,"45,805,322",21.7
2018-01-24,"49,221,291",22.3,"45,805,322",21.7
2018-01-25,"49,221,291",22.3,"45,805,322",21.7
2018-01-26,"49,221,291",22.3,"45,805,322",21.7
2018-01-27,"49,221,291",22.3,"45,805,322",21.7
2018-01-28,"49,221,291",22.3,"45,805,322",21.7
2018-01-29,"49,221,291",22.3,"45,805,322",21.7
2018-01-30,"49,221,291",22.3,"45,805,322",21.7
2018-01-31,"49,221,291",22.3,"45,805,322",21.7
2018-02-01,"44,523,530",3.1,"41,722,154",15.2
2018-02-02,"44,523,530",3.1,"41,722,154",15.2
2018-02-03,"44,523,530",3.1,"41,722,154",15.2
2018-02-04,"44,523,530",3.1,"41,722,154",15.2
2018-02-05,"44,523,530",3.1,"41,722,154",15.2
2018-02-06,"44,523,530",3.1,"41,722,154",15.2
2018-02-07,"44,523,530",3.1,"41,722,154",15.2
2018-02-08,"44,523,530",3.1,"41,722,154",15.2
2018-02-09,"44,523,530",3.1,"41,722,154",15.2
2018-02-10,"44,523,530",3.1,"41,722,154",15.2
2018-02-11,"44,523,530",3.1,"41,722,154",15.2
2018-02-12,"44,523,530",3.1,"41,722,154",15.2
2018-02-13,"44,523,530",3.1,"41,722,154",15.2
2018-02-14,"44,523,530",3.1,"41,722,154",15.2
2018-02-15,"44,523,530",3.1,"41,722,154",15.2
2018-02-16,"44,523,530",3.1,"41,722,154",15.2
2018-02-17,"44,523,530",3.1,"41,722,154",15.2
2018-02-18,"44,523,530",3.1,"41,722,154",15.2
2018-02-19,"44,523,530",3.1,"41,722,154",15.2
2018-02-20,"44,523,530",3.1,"41,722,154",15.2
2018-02-21,"44,523,530",3.1,"41,722,154",15.2
2018-02-22,"44,523,530",3.1,"41,722,154",15.2
2018-02-23,"44,523,530",3.1,"41,722,154",15.2
2018-02-24,"44,523,530",3.1,"41,722,154",15.2
2018-02-25,"44,523,530",3.1,"41,722,154",15.2
2018-02-26,"44,523,530",3.1,"41,722,154",15.2
2018-02-27,"44,523,530",3.1,"41,722,154",15.2
2018-02-28,"44,523,530",3.1,"41,722,154",15.2
2018-03-01,"51,309,932",5.5,"44,897,838",5.4
2018-03-02,"51,309,932",5.5,"44,897,838",5.4
2018-03-03,"51,309,932",5.5,"44,897,838",5.4
2018-03-04,"51,309,932",5.5,"44,897,838",5.4
2018-03-05,"51,309,932",5.5,"44,897,838",5.4
2018-03-06,"51,309,932",5.5,"44,897,838",5.4
2018-03-07,"51,309,932",5.5,"44,897,838",5.4
2018-03-08,"51,309,932",5.5,"44,897,838",5.4
2018-03-09,"51,309,932",5.5,"44,897,838",5.4
2018-03-10,"51,309,932",5.5,"44,897,838",5.4
2018-03-11,"51,309,932",5.5,"44,897,838",5.4
2018-03-12,"51,309,932",5.5,"44,897,838",5.4
2018-03-13,"51,309,932",5.5,"44,897,838",5.4
2018-03-14,"51,309,932",5.5,"44,897,838",5.4
2018-03-15,"51,309,932",5.5,"44,897,838",5.4
2018-03-16,"51,309,932",5.5,"44,897,838",5.4
2018-03-17,"51,309,932",5.5,"44,897,838",5.4
2018-03-18,"51,309,932",5.5,"44,897,838",5.4
2018-03-19,"51,309,932",5.5,"44,897,838",5.4
2018-03-20,"51,309,932",5.5,"44,897,838",5.4
2018-03-21,"51,309,932",5.5,"44,897,838",5.4
2018-03-22,"51,309,932",5.5,"44,897,838",5.4
2018-03-23,"51,309,932",5.5,"44,897,838",5.4
2018-03-24,"51,309,932",5.5,"44,897,838",5.4
2018-03-25,"51,309,932",5.5,"44,897,838",5.4
2018-03-26,"51,309,932",5.5,"44,897,838",5.4
2018-03-27,"51,309,932",5.5,"44,897,838",5.4
2018-03-28,"51,309,932",5.5,"44,897,838",5.4
2018-03-29,"51,309,932",5.5,"44,897,838",5.4
2018-03-30,"51,309,932",5.5,"44,897,838",5.4
2018-03-31,"51,309,932",5.5,"44,897,838",5.4
2018-04-01,"49,850,235",-2.0,"43,693,963",15.1
2018-04-02,"49,850,235",-2.0,"43,693,963",15.1
2018-04-03,"49,850,235",-2.0,"43,693,963",15.1
2018-04-04,"49,850,235",-2.0,"43,693,963",15.1
2018-04-05,"49,850,235",-2.0,"43,693,963",15.1
2018-04-06,"49,850,235",-2.0,"43,693,963",15.1
2018-04-07,"49,850,235",-2.0,"43,693,963",15.1
2018-04-08,"49,850,235",-2.0,"43,693,963",15.1
2018-04-09,"49,850,235",-2.0,"43,693,963",15.1
2018-04-10,"49,850,235",-2.0,"43,693,963",15.1
2018-04-11,"49,850,235",-2.0,"43,693,963",15.1
2018-04-12,"49,850,235",-2.0,"43,693,963",15.1
2018-04-13,"49,850,235",-2.0,"43,693,963",15.1
2018-04-14,"49,850,235",-2.0,"43,693,963",15.1
2018-04-15,"49,850,235",-2.0,"43,693,963",15.1
2018-04-16,"49,850,235",-2.0,"43,693,963",15.1
2018-04-17,"49,850,235",-2.0,"43,693,963",15.1
2018-04-18,"49,850,235",-2.0,"43,693,963",15.1
2018-04-19,"49,850,235",-2.0,"43,693,963",15.1
2018-04-20,"49,850,235",-2.0,"43,693,963",15.1
2018-04-21,"49,850,235",-2.0,"43,693,963",15.1
2018-04-22,"49,850,235",-2.0,"43,693,963",15.1
2018-04-23,"49,850,235",-2.0,"43,693,963",15.1
2018-04-24,"49,850,235",-2.0,"43,693,963",15.1
2018-04-25,"49,850,235",-2.0,"43,693,963",15.1
2018-04-26,"49,850,235",-2.0,"43,693,963",15.1
2018-04-27,"49,850,235",-2.0,"43,693,963",15.1
2018-04-28,"49,850,235",-2.0,"43,693,963",15.1
2018-04-29,"49,850,235",-2.0,"43,693,963",15.1
2018-04-30,"49,850,235",-2.0,"43,693,963",15.1
2018-05-01,"50,687,750",12.8,"44,458,729",13.2
2018-05-02,"50,687,750",12.8,"44,458,729",13.2
2018-05-03,"50,687,750",12.8,"44,458,729",13.2
2018-05-04,"50,687,750",12.8,"44,458,729",13.2
2018-05-05,"50,687,750",12.8,"44,458,729",13.2
2018-05-06,"50,687,750",12.8,"44,458,729",13.2
2018-05-07,"50,687,750",12.8,"44,458,729",13.2
2018-05-08,"50,687,750",12.8,"44,458,729",13.2
2018-05-09,"50,687,750",12.8,"44,458,729",13.2
2018-05-10,"50,687,750",12.8,"44,458,729",13.2
2018-05-11,"50,687,750",12.8,"44,458,729",13.2
2018-05-12,"50,687,750",12.8,"44,458,729",13.2
2018-05-13,"50,687,750",12.8,"44,458,729",13.2
2018-05-14,"50,687,750",12.8,"44,458,729",13.2
2018-05-15,"50,687,750",12.8,"44,458,729",13.2
2018-05-16,"50,687,750",12.8,"44,458,729",13.2
2018-05-17,"50,687,750",12.8,"44,458,729",13.2
2018-05-18,"50,687,750",12.8,"44,458,729",13.2
2018-05-19,"50,687,750",12.8,"44,458,729",13.2
2018-05-20,"50,687,750",12.8,"44,458,729",13.2
2018-05-21,"50,687,750",12.8,"44,458,729",13.2
2018-05-22,"50,687,750",12.8,"44,458,729",13.2
2018-05-23,"50,687,750",12.8,"44,458,729",13.2
2018-05-24,"50,687,750",12.8,"44,458,729",13.2
2018-05-25,"50,687,750",12.8,"44,458,729",13.2
2018-05-26,"50,687,750",12.8,"44,458,729",13.2
2018-05-27,"50,687,750",12.8,"44,458,729",13.2
2018-05-28,"50,687,750",12.8,"44,458,729",13.2
2018-05-29,"50,687,750",12.8,"44,458,729",13.2
2018-05-30,"50,687,750",12.8,"44,458,729",13.2
2018-05-31,"50,687,750",12.8,"44,458,729",13.2
2018-06-01,"51,079,375",-0.4,"45,000,164",11.0
2018-06-02,"51,079,375",-0.4,"45,000,164",11.0
2018-06-03,"51,079,375",-0.4,"45,000,164",11.0
2018-06-04,"51,079,375",-0.4,"45,000,164",11.0
2018-06-05,"51,079,375",-0.4,"45,000,164",11.0
2018-06-06,"51,079,375",-0.4,"45,000,164",11.0
2018-06-07,"51,079,375",-0.4,"45,000,164",11.0
2018-06-08,"51,079,375",-0.4,"45,000,164",11.0
2018-06-09,"51,079,375",-0.4,"45,000,164",11.0
2018-06-10,"51,079,375",-0.4,"45,000,164",11.0
2018-06-11,"51,079,375",-0.4,"45,000,164",11.0
2018-06-12,"51,079,375",-0.4,"45,000,164",11.0
2018-06-13,"51,079,375",-0.4,"45,000,164",11.0
2018-06-14,"51,079,375",-0.4,"45,000,164",11.0
2018-06-15,"51,079,375",-0.4,"45,000,164",11.0
2018-06-16,"51,079,375",-0.4,"45,000,164",11.0
2018-06-17,"51,079,375",-0.4,"45,000,164",11.0
2018-06-18,"51,079,375",-0.4,"45,000,164",11.0
2018-06-19,"51,079,375",-0.4,"45,000,164",11.0
2018-06-20,"51,079,375",-0.4,"45,000,164",11.0
2018-06-21,"51,079,375",-0.4,"45,000,164",11.0
2018-06-22,"51,079,375",-0.4,"45,000,164",11.0
2018-06-23,"51,079,375",-0.4,"45,000,164",11.0
2018-06-24,"51,079,375",-0.4,"45,000,164",11.0
2018-06-25,"51,079,375",-0.4,"45,000,164",11.0
2018-06-26,"51,079,375",-0.4,"45,000,164",11.0
2018-06-27,"51,079,375",-0.4,"45,000,164",11.0
2018-06-28,"51,079,375",-0.4,"45,000,164",11.0
2018-06-29,"51,079,375",-0.4,"45,000,164",11.0
2018-06-30,"51,079,375",-0.4,"45,000,164",11.0
2018-07-01,"51,810,255",6.1,"44,917,044",16.3
2018-07-02,"51,810,255",6.1,"44,917,044",16.3
2018-07-03,"51,810,255",6.1,"44,917,044",16.3
2018-07-04,"51,810,255",6.1,"44,917,044",16.3
2018-07-05,"51,810,255",6.1,"44,917,044",16.3
2018-07-06,"51,810,255",6.1,"44,917,044",16.3
2018-07-07,"51,810,255",6.1,"44,917,044",16.3
2018-07-08,"51,810,255",6.1,"44,917,044",16.3
2018-07-09,"51,810,255",6.1,"44,917,044",16.3
2018-07-10,"51,810,255",6.1,"44,917,044",16.3
2018-07-11,"51,810,255",6.1,"44,917,044",16.3
2018-07-12,"51,810,255",6.1,"44,917,044",16.3
2018-07-13,"51,810,255",6.1,"44,917,044",16.3
2018-07-14,"51,810,255",6.1,"44,917,044",16.3
2018-07-15,"51,810,255",6.1,"44,917,044",16.3
2018-07-16,"51,810,255",6.1,"44,917,044",16.3
2018-07-17,"51,810,255",6.1,"44,917,044",16.3
2018-07-18,"51,810,255",6.1,"44,917,044",16.3
2018-07-19,"51,810,255",6.1,"44,917,044",16.3
2018-07-20,"51,810,255",6.1,"44,917,044",16.3
2018-07-21,"51,810,255",6.1,"44,917,044",16.3
2018-07-22,"51,810,255",6.1,"44,917,044",16.3
2018-07-23,"51,810,255",6.1,"44,917,044",16.3
2018-07-24,"51,810,255",6.1,"44,917,044",16.3
2018-07-25,"51,810,255",6.1,"44,917,044",16.3
2018-07-26,"51,810,255",6.1,"44,917,044",16.3
2018-07-27,"51,810,255",6.1,"44,917,044",16.3
2018-07-28,"51,810,255",6.1,"44,917,044",16.3
2018-07-29,"51,810,255",6.1,"44,917,044",16.3
2018-07-30,"51,810,255",6.1,"44,917,044",16.3
2018-07-31,"51,810,255",6.1,"44,917,044",16.3
2018-08-01,"51,180,449",8.7,"44,360,778",9.4
2018-08-02,"51,180,449",8.7,"44,360,778",9.4
2018-08-03,"51,180,449",8.7,"44,360,778",9.4
2018-08-04,"51,180,449",8.7,"44,360,778",9.4
2018-08-05,"51,180,449",8.7,"44,360,778",9.4
2018-08-06,"51,180,449",8.7,"44,360,778",9.4
2018-08-07,"51,180,449",8.7,"44,360,778",9.4
2018-08-08,"51,180,449",8.7,"44,360,778",9.4
2018-08-09,"51,180,449",8.7,"44,360,778",9.4
2018-08-10,"51,180,449",8.7,"44,360,778",9.4
2018-08-11,"51,180,449",8.7,"44,360,778",9.4
2018-08-12,"51,180,449",8.7,"44,360,778",9.4
2018-08-13,"51,180,449",8.7,"44,360,778",9.4
2018-08-14,"51,180,449",8.7,"44,360,778",9.4
2018-08-15,"51,180,449",8.7,"44,360,778",9.4
2018-08-16,"51,180,449",8.7,"44,360,778",9.4
2018-08-17,"51,180,449",8.7,"44,360,778",9.4
2018-08-18,"51,180,449",8.7,"44,360,778",9.4
2018-08-19,"51,180,449",8.7,"44,360,778",9.4
2018-08-20,"51,180,449",8.7,"44,360,778",9.4
2018-08-21,"51,180,449",8.7,"44,360,778",9.4
2018-08-22,"51,180,449",8.7,"44,360,778",9.4
2018-08-23,"51,180,449",8.7,"44,360,778",9.4
2018-08-24,"51,180,449",8.7,"44,360,778",9.4
2018-08-25,"51,180,449",8.7,"44,360,778",9.4
2018-08-26,"51,180,449",8.7,"44,360,778",9.4
2018-08-27,"51,180,449",8.7,"44,360,778",9.4
2018-08-28,"51,180,449",8.7,"44,360,778",9.4
2018-08-29,"51,180,449",8.7,"44,360,778",9.4
2018-08-30,"51,180,449",8.7,"44,360,778",9.4
2018-08-31,"51,180,449",8.7,"44,360,778",9.4
2018-09-01,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-02,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-03,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-04,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-05,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-06,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-07,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-08,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-09,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-10,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-11,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-12,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-13,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-14,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-15,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-16,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-17,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-18,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-19,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-20,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-21,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-22,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-23,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-24,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-25,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-26,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-27,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-28,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-29,"50,650,208",-8.1,"41,032,928",-1.6
2018-09-30,"50,650,208",-8.1,"41,032,928",-1.6
2018-10-01,"54,860,310",22.5,"48,480,618",28.1
2018-10-02,"54,860,310",22.5,"48,480,618",28.1
2018-10-03,"54,860,310",22.5,"48,480,618",28.1
2018-10-04,"54,860,310",22.5,"48,480,618",28.1
2018-10-05,"54,860,310",22.5,"48,480,618",28.1
2018-10-06,"54,860,310",22.5,"48,480,618",28.1
2018-10-07,"54,860,310",22.5,"48,480,618",28.1
2018-10-08,"54,860,310",22.5,"48,480,618",28.1
2018-10-09,"54,860,310",22.5,"48,480,618",28.1
2018-10-10,"54,860,310",22.5,"48,480,618",28.1
2018-10-11,"54,860,310",22.5,"48,480,618",28.1
2018-10-12,"54,860,310",22.5,"48,480,618",28.1
2018-10-13,"54,860,310",22.5,"48,480,618",28.1
2018-10-14,"54,860,310",22.5,"48,480,618",28.1
2018-10-15,"54,860,310",22.5,"48,480,618",28.1
2018-10-16,"54,860,310",22.5,"48,480,618",28.1
2018-10-17,"54,860,310",22.5,"48,480,618",28.1
2018-10-18,"54,860,310",22.5,"48,480,618",28.1
2018-10-19,"54,860,310",22.5,"48,480,618",28.1
2018-10-20,"54,860,310",22.5,"48,480,618",28.1
2018-10-21,"54,860,310",22.5,"48,480,618",28.1
2018-10-22,"54,860,310",22.5,"48,480,618",28.1
2018-10-23,"54,860,310",22.5,"48,480,618",28.1
2018-10-24,"54,860,310",22.5,"48,480,618",28.1
2018-10-25,"54,860,310",22.5,"48,480,618",28.1
2018-10-26,"54,860,310",22.5,"48,480,618",28.1
2018-10-27,"54,860,310",22.5,"48,480,618",28.1
2018-10-28,"54,860,310",22.5,"48,480,618",28.1
2018-10-29,"54,860,310",22.5,"48,480,618",28.1
2018-10-30,"54,860,310",22.5,"48,480,618",28.1
2018-10-31,"54,860,310",22.5,"48,480,618",28.1
2018-11-01,"51,479,530",3.6,"46,808,199",11.4
2018-11-02,"51,479,530",3.6,"46,808,199",11.4
2018-11-03,"51,479,530",3.6,"46,808,199",11.4
2018-11-04,"51,479,530",3.6,"46,808,199",11.4
2018-11-05,"51,479,530",3.6,"46,808,199",11.4
2018-11-06,"51,479,530",3.6,"46,808,199",11.4
2018-11-07,"51,479,530",3.6,"46,808,199",11.4
2018-11-08,"51,479,530",3.6,"46,808,199",11.4
2018-11-09,"51,479,530",3.6,"46,808,199",11.4
2018-11-10,"51,479,530",3.6,"46,808,199",11.4
2018-11-11,"51,479,530",3.6,"46,808,199",11.4
2018-11-12,"51,479,530",3.6,"46,808,199",11.4
2018-11-13,"51,479,530",3.6,"46,808,199",11.4
2018-11-14,"51,479,530",3.6,"46,808,199",11.4
2018-11-15,"51,479,530",3.6,"46,808,199",11.4
2018-11-16,"51,479,530",3.6,"46,808,199",11.4
2018-11-17,"51,479,530",3.6,"46,808,199",11.4
2018-11-18,"51,479,530",3.6,"46,808,199",11.4
2018-11-19,"51,479,530",3.6,"46,808,199",11.4
2018-11-20,"51,479,530",3.6,"46,808,199",11.4
2018-11-21,"51,479,530",3.6,"46,808,199",11.4
2018-11-22,"51,479,530",3.6,"46,808,199",11.4
2018-11-23,"51,479,530",3.6,"46,808,199",11.4
2018-11-24,"51,479,530",3.6,"46,808,199",11.4
2018-11-25,"51,479,530",3.6,"46,808,199",11.4
2018-11-26,"51,479,530",3.6,"46,808,199",11.4
2018-11-27,"51,479,530",3.6,"46,808,199",11.4
2018-11-28,"51,479,530",3.6,"46,808,199",11.4
2018-11-29,"51,479,530",3.6,"46,808,199",11.4
2018-11-30,"51,479,530",3.6,"46,808,199",11.4
2018-12-01,"48,206,793",-1.7,"44,024,694",1.1
